id,name,age,city,salary
38927,Alice,57,Houston,74284
38928,Bob,28,Houston,37519
38929,Bob,48,Chicago,86279
38930,Alice,51,Chicago,86353
38931,Alice,33,Los Angeles,84738
38932,Bob,22,Los Angeles,70684
38933,Charlie,41,Los Angeles,93725
38934,David,57,Chicago,97500
38935,Bob,55,Chicago,35891
38936,Charlie,23,Chicago,33080
38937,David,43,Chicago,98579
38938,Bob,33,Houston,57418
38939,Alice,24,Houston,53472
38940,David,40,Houston,98002
38941,Charlie,46,Chicago,58445
38942,David,30,Houston,30235
38943,David,29,Chicago,71357
38944,Alice,32,Houston,44056
38945,David,49,New York,52683
38946,Alice,44,Los Angeles,61600
38947,Alice,49,Chicago,66533
38948,Charlie,40,Houston,61648
38949,Charlie,43,Houston,36867
38950,Alice,40,Chicago,68707
38951,Bob,23,Los Angeles,84685
38952,Bob,48,Houston,50648
38953,Bob,58,New York,80890
38954,Charlie,32,Chicago,81226
38955,Bob,25,New York,39414
38956,Bob,35,Los Angeles,52325
38957,David,50,New York,63913
38958,Bob,24,Chicago,98057
38959,Charlie,29,Houston,61471
38960,David,57,New York,57537
38961,Charlie,21,Houston,47072
38962,David,48,Chicago,78301
38963,Bob,57,New York,72036
38964,Alice,32,New York,32860
38965,Bob,49,New York,66686
38966,Alice,22,New York,54733
38967,Bob,27,Chicago,38468
38968,Alice,46,Chicago,53426
38969,David,49,Los Angeles,87463
38970,Charlie,43,New York,45600
38971,Bob,58,New York,42329
38972,David,54,Los Angeles,77626
38973,Bob,53,Houston,71846
38974,Charlie,31,Houston,77986
38975,Bob,34,Houston,64822
38976,David,40,New York,67566
38977,Alice,20,New York,95109
38978,Bob,58,Chicago,60861
38979,Charlie,57,Los Angeles,45866
38980,Alice,48,New York,57483
38981,David,48,Chicago,46370
38982,David,55,New York,36209
38983,David,58,Chicago,99461
38984,Bob,34,New York,68541
38985,Bob,55,Los Angeles,82913
38986,Alice,42,Chicago,61964
38987,Alice,22,Los Angeles,66090
38988,Charlie,21,Los Angeles,72913
38989,Bob,25,Chicago,45514
38990,Charlie,39,New York,96469
38991,David,37,Los Angeles,32972
38992,Charlie,41,New York,69129
38993,Charlie,32,Chicago,61005
38994,David,52,Houston,56084
38995,Charlie,22,New York,80863
38996,Bob,51,Los Angeles,50894
38997,David,57,New York,68433
38998,Charlie,25,Chicago,71801
38999,David,47,Houston,46059
39000,Bob,20,Chicago,58654
39001,Bob,24,Los Angeles,77754
39002,Bob,42,Los Angeles,61158
39003,David,42,New York,46767
39004,David,30,New York,69829
39005,Bob,52,New York,65177
39006,David,48,New York,76951
39007,Alice,51,Houston,81273
39008,Alice,53,Chicago,53962
39009,Alice,43,Los Angeles,47454
39010,Charlie,52,Los Angeles,85130
39011,David,36,Houston,82861
39012,Alice,37,Houston,75781
39013,Bob,37,Los Angeles,84538
39014,Bob,55,Houston,99066
39015,Bob,38,New York,54379
39016,David,32,Chicago,91953
39017,David,53,Los Angeles,33800
39018,Charlie,57,New York,61820
39019,Charlie,43,New York,91702
39020,Bob,49,New York,69118
39021,Bob,34,Chicago,70258
39022,Alice,24,Houston,40325
39023,David,55,Houston,74305
39024,David,41,Houston,80159
39025,David,42,Chicago,45152
39026,Charlie,32,Los Angeles,40423
39027,Bob,22,Los Angeles,58024
39028,Charlie,42,New York,52126
39029,Charlie,57,New York,43037
39030,Alice,42,New York,41550
39031,Alice,37,New York,36006
39032,David,22,New York,82580
39033,Bob,53,Los Angeles,39874
39034,David,25,New York,54140
39035,Bob,52,Houston,69933
39036,David,23,Chicago,49810
39037,David,54,New York,77728
39038,David,34,Chicago,88683
39039,David,39,Los Angeles,50384
39040,David,21,Los Angeles,82339
39041,Bob,43,Los Angeles,89113
39042,Alice,47,New York,34863
39043,Charlie,24,New York,98275
39044,David,38,New York,49805
39045,Alice,41,Los Angeles,80701
39046,Bob,27,New York,63074
39047,David,24,Houston,83070
39048,Charlie,21,New York,78807
39049,Bob,31,Chicago,30582
39050,Bob,29,New York,71256
39051,David,42,Chicago,45603
39052,Charlie,40,Chicago,80973
39053,Charlie,51,Chicago,60442
39054,Bob,40,Chicago,65956
39055,Bob,20,Houston,97916
39056,Bob,51,New York,39532
39057,Bob,35,Houston,82516
39058,Bob,54,Chicago,79445
39059,Alice,48,Houston,79993
39060,Bob,45,Los Angeles,51315
39061,David,41,Houston,42754
39062,Bob,52,Houston,49022
39063,Charlie,23,Chicago,70818
39064,David,53,Houston,85111
39065,Bob,46,New York,34387
39066,Charlie,45,Los Angeles,95087
39067,Charlie,43,Houston,87815
39068,Charlie,32,Chicago,32694
39069,Alice,48,New York,37353
39070,Alice,23,Los Angeles,41404
39071,Charlie,33,Houston,69285
39072,David,52,Houston,32097
39073,David,44,Chicago,73772
39074,Bob,24,New York,83733
39075,David,21,Houston,32882
39076,Charlie,23,New York,39512
39077,Bob,42,Los Angeles,53342
39078,David,36,Chicago,86717
39079,Charlie,34,Los Angeles,89765
39080,David,31,Chicago,99835
39081,Charlie,48,Los Angeles,33654
39082,Charlie,48,New York,36608
39083,Charlie,45,Chicago,55083
39084,David,55,Houston,40660
39085,David,39,Los Angeles,45849
39086,David,24,Los Angeles,43067
39087,Alice,57,Chicago,44422
39088,Alice,59,Los Angeles,68174
39089,Charlie,36,Los Angeles,79320
39090,David,56,Houston,86711
39091,Charlie,48,Los Angeles,71093
39092,David,38,Houston,32871
39093,David,30,Los Angeles,50303
39094,Bob,33,Los Angeles,63907
39095,Alice,58,New York,61010
39096,David,35,Houston,31153
39097,Charlie,24,Los Angeles,88345
39098,Charlie,20,Houston,70642
39099,Charlie,20,Houston,71535
39100,Bob,56,Chicago,77704
39101,David,21,New York,57661
39102,Alice,22,Los Angeles,83357
39103,Bob,33,Chicago,40868
39104,Bob,51,New York,81568
39105,Alice,34,Chicago,85852
39106,David,36,Los Angeles,47632
39107,Charlie,39,Chicago,49506
39108,Charlie,59,New York,89230
39109,Alice,52,Chicago,62154
39110,David,25,New York,78649
39111,Alice,34,New York,75555
39112,Alice,32,Houston,48504
39113,Alice,29,New York,59831
39114,Bob,54,Los Angeles,90169
39115,David,29,New York,59020
39116,Bob,39,Los Angeles,53872
39117,Alice,25,New York,80776
39118,Bob,38,Los Angeles,60158
39119,David,54,Houston,60015
39120,Bob,48,Los Angeles,97984
39121,Bob,56,Houston,83117
39122,David,40,Los Angeles,47576
39123,Charlie,57,Houston,42245
39124,Charlie,30,New York,98900
39125,Alice,40,Chicago,89127
39126,Alice,56,Los Angeles,76460
39127,Alice,53,New York,41353
39128,Bob,38,New York,41216
39129,David,26,New York,30242
39130,Charlie,33,Los Angeles,47299
39131,David,36,Chicago,77418
39132,Bob,27,Houston,60362
39133,David,56,Houston,53354
39134,Charlie,59,Chicago,74356
39135,Alice,46,Chicago,89000
39136,Charlie,39,New York,91940
39137,Charlie,55,Chicago,91492
39138,Alice,49,Los Angeles,93227
39139,Alice,41,Los Angeles,63711
39140,Bob,57,Los Angeles,47137
39141,David,24,Chicago,73488
39142,Charlie,47,Los Angeles,91082
39143,Charlie,42,Houston,42566
39144,Bob,34,Houston,55986
39145,Alice,53,New York,63042
39146,David,40,Chicago,91000
39147,Charlie,36,Chicago,99864
39148,Charlie,54,Houston,96901
39149,David,41,New York,88086
39150,Alice,26,Los Angeles,45452
39151,David,53,Chicago,41802
39152,Bob,35,New York,39455
39153,Alice,55,Los Angeles,49411
39154,Charlie,20,Houston,53456
39155,David,41,Chicago,82642
39156,Charlie,26,Houston,32880
39157,Alice,33,Chicago,42686
39158,Bob,57,Chicago,51841
39159,David,26,Los Angeles,61209
39160,Charlie,36,Chicago,70344
39161,Charlie,30,Houston,78879
39162,David,25,Houston,76284
39163,Charlie,56,Los Angeles,36727
39164,David,31,Chicago,36739
39165,David,57,Los Angeles,77155
39166,Bob,58,Chicago,40584
39167,Charlie,45,New York,71083
39168,Alice,25,Los Angeles,78286
39169,David,53,Houston,69277
39170,Bob,23,Chicago,52074
39171,Alice,58,Chicago,72826
39172,Bob,44,Chicago,77759
39173,David,32,New York,62864
39174,David,45,Chicago,77552
39175,Alice,56,New York,57411
39176,Bob,42,Chicago,48509
39177,Alice,44,Houston,77164
39178,David,53,Chicago,58133
39179,David,35,Houston,92101
39180,David,21,Los Angeles,56114
39181,Alice,49,Houston,40957
39182,Bob,57,Los Angeles,49176
39183,Alice,40,Chicago,55150
39184,Charlie,46,New York,94597
39185,Alice,38,Houston,81923
39186,Charlie,51,New York,86186
39187,Bob,45,Los Angeles,96726
39188,David,27,Chicago,80680
39189,Charlie,39,New York,60538
39190,David,54,Chicago,79625
39191,Bob,55,New York,65787
39192,Alice,56,Chicago,98167
39193,Alice,56,Houston,42458
39194,Alice,41,Chicago,66648
39195,David,30,Los Angeles,65071
39196,Bob,52,New York,88578
39197,Alice,28,Chicago,75153
39198,Alice,50,Houston,58170
39199,Bob,36,Houston,59857
39200,Charlie,54,Los Angeles,49627
39201,David,45,Los Angeles,59176
39202,Alice,46,Chicago,57736
39203,David,44,Houston,35405
39204,David,59,Chicago,89757
39205,Alice,53,Los Angeles,36383
39206,Bob,36,New York,86770
39207,Bob,44,New York,52780
39208,Bob,33,Houston,42009
39209,David,53,Chicago,64711
39210,Bob,41,Los Angeles,66082
39211,Charlie,48,New York,86189
39212,Charlie,46,New York,77275
39213,Bob,35,New York,56710
39214,Bob,31,Los Angeles,54342
39215,David,48,Houston,65495
39216,Alice,36,New York,65021
39217,Bob,50,Houston,37687
39218,Alice,58,Houston,83037
39219,Bob,33,Chicago,77529
39220,Bob,57,Chicago,75369
39221,Bob,41,Chicago,78027
39222,David,56,New York,88927
39223,David,48,New York,97098
39224,David,23,Houston,66370
39225,Alice,50,Los Angeles,92101
39226,Charlie,30,Chicago,69231
39227,Charlie,39,Chicago,70343
39228,Bob,53,Los Angeles,98542
39229,Charlie,45,Los Angeles,95491
39230,Alice,45,Los Angeles,69671
39231,Bob,33,Los Angeles,65124
39232,Alice,33,Houston,33435
39233,David,39,Chicago,40048
39234,Bob,39,Houston,76095
39235,Alice,45,New York,35610
39236,Alice,43,Houston,35320
39237,David,25,Los Angeles,49472
39238,David,55,New York,95563
39239,David,33,Houston,41607
39240,David,41,Houston,38190
39241,Alice,46,New York,85307
39242,Alice,39,New York,31106
39243,Bob,52,Houston,95651
39244,Charlie,34,New York,52130
39245,David,35,New York,95714
39246,Alice,52,Houston,76694
39247,David,20,Los Angeles,47909
39248,David,25,Chicago,44698
39249,Bob,38,New York,89012
39250,Alice,52,New York,52899
39251,Alice,50,Chicago,83065
39252,Alice,56,Houston,79553
39253,Bob,41,Houston,77433
39254,Bob,58,New York,48381
39255,Bob,52,Los Angeles,39870
39256,David,22,Chicago,47752
39257,Bob,56,Chicago,94101
39258,Bob,27,New York,54449
39259,David,46,Houston,65666
39260,David,44,Houston,43111
39261,Alice,35,Houston,64952
39262,Charlie,22,Los Angeles,70233
39263,Charlie,24,Chicago,38120
39264,Alice,24,New York,45566
39265,Alice,26,New York,41082
39266,David,51,Chicago,33747
39267,Alice,48,New York,70762
39268,David,44,New York,94023
39269,Bob,50,New York,45109
39270,Charlie,40,Los Angeles,58051
39271,David,32,Houston,76652
39272,Alice,24,Los Angeles,78243
39273,Charlie,54,Chicago,46660
39274,David,45,Chicago,31892
39275,Charlie,32,New York,30900
39276,Bob,49,New York,86719
39277,Charlie,38,Los Angeles,71457
39278,David,27,Los Angeles,41759
39279,Charlie,45,Houston,60999
39280,Alice,39,Chicago,43115
39281,Alice,39,New York,30414
39282,Charlie,50,New York,61018
39283,David,45,Houston,61413
39284,Bob,23,Chicago,48889
39285,David,45,Chicago,72588
39286,Alice,25,Chicago,67295
39287,Charlie,21,Houston,41231
39288,Charlie,55,Chicago,54946
39289,Alice,41,Los Angeles,53243
39290,David,40,New York,72441
39291,Bob,21,Chicago,93083
39292,Bob,47,Houston,70393
39293,Bob,28,New York,65980
39294,Charlie,49,Los Angeles,60428
39295,David,35,Houston,30680
39296,Bob,22,New York,68623
39297,Bob,34,New York,82609
39298,Alice,27,Chicago,93305
39299,David,58,Houston,45755
39300,David,29,Houston,39800
39301,Bob,46,New York,56669
39302,Alice,52,Chicago,38772
39303,Charlie,44,New York,79188
39304,David,55,Houston,36400
39305,Alice,41,New York,54523
39306,Alice,20,Los Angeles,83415
39307,Bob,30,Los Angeles,59225
39308,Charlie,41,Chicago,71221
39309,David,46,Chicago,86260
39310,Alice,37,Los Angeles,33456
39311,Alice,31,Los Angeles,81133
39312,David,21,Los Angeles,55837
39313,David,26,Los Angeles,78354
39314,Charlie,30,Los Angeles,85155
39315,David,33,Los Angeles,49833
39316,David,37,Houston,64101
39317,Charlie,20,New York,76732
39318,Bob,54,Los Angeles,95256
39319,David,25,Los Angeles,86436
39320,Charlie,33,Houston,73864
39321,Bob,30,New York,99531
39322,Charlie,31,Houston,35737
39323,David,28,Los Angeles,66576
39324,Alice,36,Chicago,91296
39325,Alice,58,New York,46901
39326,Bob,42,Los Angeles,94956
39327,Charlie,54,Houston,89024
39328,Charlie,57,Chicago,98784
39329,Charlie,52,New York,76397
39330,Alice,43,Chicago,89757
39331,Bob,55,New York,55232
39332,Bob,26,Houston,80880
39333,Charlie,41,Los Angeles,68315
39334,Charlie,38,Chicago,35664
39335,Alice,40,Los Angeles,97876
39336,David,54,Houston,91362
39337,David,21,Los Angeles,72150
39338,Alice,38,Houston,74985
39339,Bob,33,Chicago,85830
39340,Bob,30,Houston,99029
39341,Charlie,21,Houston,67656
39342,Bob,21,Los Angeles,96681
39343,David,56,Chicago,83312
39344,David,53,Houston,47080
39345,Charlie,56,Los Angeles,36162
39346,Charlie,39,Los Angeles,34476
39347,Bob,56,Los Angeles,91616
39348,Charlie,23,Los Angeles,70373
39349,Bob,58,New York,97388
39350,Bob,22,Chicago,38140
39351,David,41,Chicago,39733
39352,Charlie,52,Chicago,77589
39353,Charlie,25,Chicago,54961
39354,Bob,43,New York,94681
39355,Alice,42,New York,30777
39356,Alice,59,Chicago,43843
39357,Charlie,39,Los Angeles,56988
39358,Bob,42,New York,85609
39359,Alice,57,Houston,65232
39360,Alice,46,New York,76832
39361,Charlie,20,Houston,98729
39362,Charlie,53,New York,57911
39363,Charlie,24,New York,53546
39364,David,29,New York,90155
39365,Charlie,29,New York,51724
39366,Charlie,36,Houston,68261
39367,Bob,21,New York,99042
39368,David,50,Houston,93663
39369,Charlie,30,Chicago,65349
39370,Bob,38,New York,38544
39371,David,28,Chicago,94636
39372,David,52,New York,88238
39373,Bob,24,Los Angeles,37164
39374,Charlie,23,Los Angeles,46598
39375,Alice,22,New York,92959
39376,Charlie,43,New York,76845
39377,Charlie,35,Chicago,35718
39378,Alice,58,Los Angeles,79004
39379,Alice,51,Houston,56796
39380,Bob,57,Houston,72123
39381,David,20,Houston,89040
39382,Bob,27,New York,39410
39383,Alice,29,Los Angeles,85978
39384,Alice,48,Chicago,36683
39385,Bob,37,New York,68508
39386,David,52,New York,79082
39387,Bob,31,Chicago,81819
39388,Alice,34,Los Angeles,89659
39389,David,45,Los Angeles,51070
39390,Alice,23,New York,62961
39391,Charlie,52,Houston,49022
39392,Charlie,22,New York,95636
39393,Bob,43,New York,63531
39394,Alice,52,Houston,76909
39395,Alice,25,Houston,82401
39396,Bob,34,Chicago,44913
39397,Bob,48,Houston,54195
39398,David,46,Houston,71184
39399,David,31,Houston,30090
39400,Alice,29,New York,90964
39401,Alice,53,New York,59918
39402,Alice,58,Chicago,85088
39403,Charlie,26,New York,53385
39404,David,20,Chicago,83298
39405,Charlie,30,New York,71394
39406,David,46,Chicago,57737
39407,Charlie,30,Chicago,77862
39408,David,28,Houston,65573
39409,Charlie,39,Chicago,31836
39410,Alice,46,Los Angeles,73206
39411,Bob,54,Los Angeles,86122
39412,Charlie,27,New York,81402
39413,Bob,35,Houston,40706
39414,Alice,46,Houston,64620
39415,Bob,58,New York,60863
39416,David,28,Los Angeles,87349
39417,Alice,53,Chicago,31843
39418,Alice,59,New York,62006
39419,Alice,34,Chicago,47186
39420,David,57,Los Angeles,96130
39421,David,30,Los Angeles,48479
39422,Bob,32,Houston,44760
39423,Bob,28,Houston,33423
39424,Alice,26,Chicago,66035
39425,David,36,Los Angeles,76783
39426,Bob,49,New York,98294
39427,Bob,29,Los Angeles,87906
39428,David,30,New York,43244
39429,David,30,Houston,52633
39430,Alice,45,Houston,36784
39431,Charlie,26,Los Angeles,84949
39432,Alice,53,Houston,38564
39433,Alice,44,New York,87222
39434,Bob,57,Los Angeles,93639
39435,David,43,Los Angeles,46698
39436,David,37,Houston,84804
39437,Alice,50,Los Angeles,72198
39438,Charlie,45,New York,85169
39439,Charlie,28,Los Angeles,33153
39440,Bob,46,Chicago,87308
39441,Charlie,53,New York,80810
39442,Charlie,40,Chicago,72710
39443,David,37,Los Angeles,89609
39444,David,35,Houston,97440
39445,Bob,32,Los Angeles,34931
39446,Alice,20,Houston,38023
39447,Alice,38,Chicago,48138
39448,David,25,Chicago,87572
39449,Charlie,52,Houston,85254
39450,Charlie,44,New York,66457
39451,Bob,23,Chicago,61222
39452,David,52,Houston,68026
39453,Bob,40,Los Angeles,45076
39454,Alice,52,New York,33263
39455,Charlie,41,New York,61888
39456,David,49,New York,82367
39457,David,36,Houston,48323
39458,Alice,25,Houston,90119
39459,Charlie,32,Los Angeles,59650
39460,Charlie,40,Houston,36961
39461,Charlie,26,Chicago,96727
39462,Alice,35,Houston,41126
39463,Alice,28,Houston,32449
39464,David,59,Houston,73940
39465,Bob,21,Los Angeles,82096
39466,Charlie,28,Chicago,66226
39467,David,37,Houston,36941
39468,David,46,New York,68948
39469,Bob,49,Houston,39066
39470,David,28,Los Angeles,91932
39471,Alice,34,Houston,39714
39472,Alice,24,Los Angeles,98742
39473,Bob,29,Chicago,68536
39474,David,39,Los Angeles,70299
39475,Charlie,26,Los Angeles,41833
39476,Charlie,57,New York,78550
39477,Alice,25,Chicago,71788
39478,David,57,Houston,42779
39479,David,54,Chicago,75856
39480,Bob,28,New York,31338
39481,Alice,43,New York,87632
39482,David,28,Houston,78990
39483,Alice,47,New York,75421
39484,David,28,Chicago,54670
39485,Bob,44,New York,79904
39486,Bob,26,Los Angeles,97931
39487,Alice,37,New York,30832
39488,Charlie,40,New York,84099
39489,David,33,Chicago,83363
39490,Alice,39,Houston,73280
39491,Bob,55,Los Angeles,67988
39492,David,27,Los Angeles,31255
39493,David,31,New York,66339
39494,Bob,42,Los Angeles,45021
39495,David,46,New York,62978
39496,Bob,27,Houston,84222
39497,Bob,46,New York,42513
39498,Bob,52,Chicago,36109
39499,Bob,50,New York,93358
39500,Bob,39,Chicago,89337
39501,Charlie,58,New York,34896
39502,Bob,31,Los Angeles,87467
39503,Alice,36,Houston,34586
39504,David,34,Houston,85457
39505,Alice,40,Houston,31885
39506,Alice,46,Chicago,95963
39507,David,27,Houston,70060
39508,Charlie,56,New York,34324
39509,David,48,Houston,54208
39510,David,48,Houston,79712
39511,Charlie,53,New York,32259
39512,Charlie,22,Houston,84768
39513,Alice,41,New York,89139
39514,Alice,41,Chicago,59628
39515,Charlie,54,Los Angeles,38093
39516,Alice,46,Chicago,69462
39517,Alice,41,Houston,65752
39518,David,32,Houston,81801
39519,Bob,54,Houston,91754
39520,Bob,56,Los Angeles,35691
39521,Alice,54,Houston,45436
39522,Charlie,55,Houston,51381
39523,Charlie,40,Houston,43945
39524,Alice,49,Los Angeles,87925
39525,David,33,Chicago,72700
39526,Bob,21,Los Angeles,49752
39527,Bob,48,Chicago,30999
39528,Charlie,22,Chicago,44106
39529,Bob,45,Houston,70517
39530,Bob,47,Los Angeles,37716
39531,David,32,Houston,42590
39532,Charlie,42,Chicago,67639
39533,Alice,46,Los Angeles,73506
39534,Alice,49,Houston,58348
39535,Bob,58,New York,54631
39536,Charlie,53,Houston,88539
39537,Bob,20,Los Angeles,71005
39538,Charlie,53,New York,63389
39539,Charlie,29,Houston,90883
39540,Alice,20,New York,53365
39541,Bob,28,Houston,49336
39542,Bob,27,New York,86510
39543,David,44,Chicago,36701
39544,Charlie,35,New York,64420
39545,Alice,52,New York,83102
39546,Charlie,42,New York,41670
39547,Alice,43,Los Angeles,80760
39548,Alice,54,Chicago,53534
39549,David,23,Houston,38668
39550,Bob,46,New York,89374
39551,David,20,Chicago,91138
39552,Alice,31,Houston,76682
39553,Bob,27,New York,46269
39554,Alice,31,Los Angeles,99996
39555,Charlie,57,Chicago,41921
39556,Alice,56,New York,97104
39557,Bob,37,New York,81557
39558,Bob,45,Houston,60934
39559,Bob,46,Los Angeles,59018
39560,David,48,Houston,40276
39561,David,28,Houston,71839
39562,Bob,36,Chicago,35610
39563,Charlie,56,Houston,47588
39564,David,42,Los Angeles,85921
39565,Bob,57,New York,79718
39566,David,51,Houston,76955
39567,Alice,37,Los Angeles,60662
39568,Charlie,58,New York,50402
39569,Alice,43,Chicago,38379
39570,Charlie,45,Chicago,64567
39571,Alice,55,Chicago,39976
39572,Bob,29,Houston,73257
39573,David,58,New York,90091
39574,Alice,33,Houston,76836
39575,Alice,29,Chicago,61770
39576,Alice,42,Los Angeles,90289
39577,David,26,New York,47783
39578,Alice,50,Chicago,80594
39579,Alice,34,New York,92906
39580,Alice,37,Chicago,46337
39581,Bob,32,Chicago,90148
39582,Alice,26,Houston,35720
39583,Bob,36,Houston,77705
39584,Charlie,32,Houston,52091
39585,Charlie,24,New York,41157
39586,Charlie,51,Houston,76352
39587,Bob,34,Houston,60041
39588,Charlie,24,Chicago,88966
39589,David,36,Chicago,56992
39590,Charlie,42,Los Angeles,40716
39591,David,53,Chicago,44212
39592,Bob,48,Chicago,76613
39593,Charlie,25,Houston,62607
39594,Bob,33,New York,77158
39595,Alice,48,Los Angeles,48218
39596,Alice,31,Chicago,77579
39597,Alice,34,Houston,46327
39598,Charlie,26,New York,91410
39599,Alice,33,Chicago,67907
39600,Charlie,46,Houston,40787
39601,Alice,22,Los Angeles,52842
39602,Charlie,36,Chicago,68736
39603,Charlie,29,Los Angeles,35058
39604,Charlie,27,Los Angeles,71337
39605,Bob,34,Los Angeles,88001
39606,Alice,38,Chicago,58749
39607,Bob,24,New York,86718
39608,Charlie,40,Los Angeles,37576
39609,David,24,Chicago,88276
39610,Alice,37,Los Angeles,56350
39611,David,41,Los Angeles,97860
39612,David,39,Chicago,52533
39613,Charlie,54,Los Angeles,41973
39614,Charlie,22,Chicago,40122
39615,David,53,New York,79468
39616,Charlie,45,New York,35064
39617,David,46,Los Angeles,92831
39618,David,59,Los Angeles,94829
39619,David,39,New York,53843
39620,Bob,58,New York,97137
39621,Charlie,52,Chicago,92375
39622,Charlie,25,Houston,41211
39623,Charlie,57,Houston,70975
39624,Bob,50,Los Angeles,72181
39625,Charlie,49,Houston,81583
39626,Bob,44,Houston,89768
39627,Bob,58,Houston,75269
39628,Alice,56,Houston,57569
39629,Alice,43,Los Angeles,77893
39630,Charlie,57,New York,66233
39631,Charlie,47,Houston,92793
39632,Alice,30,Los Angeles,78481
39633,Bob,47,New York,43705
39634,David,58,Houston,40602
39635,Bob,45,Los Angeles,40308
39636,David,51,Houston,56735
39637,Charlie,52,New York,35671
39638,Charlie,48,New York,87253
39639,David,55,Los Angeles,73341
39640,Alice,38,Houston,38974
39641,David,33,New York,39258
39642,Bob,40,Houston,78054
39643,Bob,49,New York,67421
39644,Charlie,46,Houston,98476
39645,David,21,Houston,31512
39646,Charlie,45,Los Angeles,80321
39647,David,35,Los Angeles,69292
39648,Charlie,51,Chicago,35798
39649,Bob,49,Los Angeles,59733
39650,Charlie,42,Chicago,65168
39651,Bob,44,Chicago,97361
39652,David,35,Los Angeles,67496
39653,Charlie,41,New York,66213
39654,Charlie,25,Los Angeles,98184
39655,Bob,53,Chicago,84524
39656,Charlie,44,New York,75131
39657,Bob,35,Chicago,99453
39658,Bob,41,Los Angeles,54446
39659,David,48,Los Angeles,60166
39660,Charlie,43,Houston,85993
39661,Charlie,53,Houston,30933
39662,Alice,30,New York,36077
39663,Charlie,43,Houston,84719
39664,Charlie,32,Houston,32031
39665,David,23,Los Angeles,83782
39666,Bob,25,Los Angeles,65869
39667,Bob,48,Houston,86242
39668,David,39,Los Angeles,66615
39669,David,59,Chicago,88657
39670,Bob,55,Los Angeles,67534
39671,Alice,30,Los Angeles,53440
39672,Alice,22,Houston,70142
39673,David,41,Los Angeles,91730
39674,Alice,43,New York,60817
39675,David,59,Los Angeles,73839
39676,Alice,52,Chicago,30967
39677,Alice,48,Chicago,36037
39678,Alice,44,Chicago,68549
39679,David,54,Los Angeles,95779
39680,David,53,Los Angeles,62826
39681,David,24,Los Angeles,98466
39682,Alice,50,Chicago,48606
39683,Charlie,47,Los Angeles,56251
39684,Charlie,55,Los Angeles,64070
39685,Charlie,33,Houston,77489
39686,Charlie,44,New York,77639
39687,Bob,54,Houston,92051
39688,Alice,45,Los Angeles,91482
39689,Alice,37,Houston,31494
39690,Alice,23,Houston,63607
39691,Alice,29,Chicago,80117
39692,David,41,Houston,71086
39693,David,27,New York,40224
39694,David,29,New York,95364
39695,Bob,29,Chicago,96343
39696,David,43,Los Angeles,39864
39697,Bob,37,Chicago,80221
39698,Bob,30,Houston,63362
39699,Bob,58,New York,54159
39700,Charlie,59,Houston,87356
39701,David,42,Houston,47232
39702,David,37,Houston,55437
39703,David,41,Chicago,52090
39704,Bob,26,Chicago,59488
39705,Bob,22,Chicago,44258
39706,Charlie,34,Chicago,66245
39707,Alice,49,New York,32673
39708,David,58,Los Angeles,50529
39709,David,24,New York,59092
39710,David,46,Houston,44228
39711,Charlie,51,New York,81651
39712,David,53,Houston,86541
39713,Charlie,36,Los Angeles,62951
39714,David,29,Houston,91094
39715,Charlie,20,Chicago,68208
39716,Alice,48,Los Angeles,88416
39717,Alice,49,Chicago,36395
39718,David,59,New York,41073
39719,Bob,41,Chicago,63560
39720,Charlie,49,New York,88984
39721,Bob,49,Houston,70524
39722,Alice,38,New York,76259
39723,Alice,50,Houston,73870
39724,Charlie,20,Houston,80859
39725,Alice,25,Chicago,51699
39726,Charlie,58,New York,93065
39727,Alice,45,Chicago,47055
39728,Charlie,21,New York,76628
39729,Bob,29,Houston,74664
39730,Alice,51,Chicago,71673
39731,David,54,Houston,52296
39732,David,45,Houston,77327
39733,Alice,21,Houston,84092
39734,Alice,35,Houston,89125
39735,David,32,New York,68791
39736,Alice,45,Chicago,99718
39737,Alice,28,Houston,45427
39738,Bob,59,Houston,46143
39739,David,49,Los Angeles,57446
39740,David,55,Chicago,38316
39741,David,37,New York,80280
39742,David,24,New York,88666
39743,David,48,Los Angeles,78582
39744,Alice,32,Houston,88916
39745,Bob,48,Houston,76749
39746,Alice,24,Los Angeles,51417
39747,Bob,43,Chicago,61158
39748,David,54,New York,49910
39749,Charlie,25,Houston,43382
39750,Alice,57,Chicago,85639
39751,Charlie,58,Houston,87453
39752,Bob,34,Houston,58563
39753,Charlie,22,Chicago,50878
39754,Alice,50,Chicago,88065
39755,Charlie,53,New York,39447
39756,Alice,33,Houston,73135
39757,David,49,Los Angeles,77157
39758,Charlie,53,Houston,91194
39759,Charlie,56,New York,63302
39760,Alice,37,Chicago,80772
39761,Alice,58,Los Angeles,85840
39762,Bob,56,Chicago,73875
39763,Charlie,44,Chicago,84837
39764,Bob,22,Chicago,96495
39765,Charlie,36,New York,48110
39766,Bob,55,New York,53958
39767,David,40,Houston,47267
39768,Charlie,25,Houston,95175
39769,David,30,Los Angeles,80396
39770,Bob,54,Chicago,30055
39771,Alice,35,Los Angeles,99675
39772,Alice,46,Chicago,34858
39773,Alice,40,Los Angeles,54253
39774,Charlie,31,Chicago,39973
39775,Bob,55,Houston,66812
39776,Alice,37,Houston,53406
39777,Alice,37,Chicago,40520
39778,Alice,46,New York,79432
39779,David,36,Los Angeles,85183
